Date,Time,Acc. Corrected  Meter Reading (Sm3),Consumption (mmBtu),Consumption (Sm3),Calorific Value (MJ/Sm3),Consumption (m3),Acc. Uncorrected Meter Reading (m3),Pressure (kPa),Temperature (°C),Conversion Factor,Contractual Conversion Factor,Z Factor
26/06/2022,2,"691,244.0000",31.6039,835.0000,.037849,354.0000,"3,164,162.0000",137.94,16.29,360.2846,1.0000,.4247
26/06/2022,3,"692,069.0000",31.2254,825.0000,.037849,350.0000,"3,164,512.0000",138.01,16.30,360.2701,1.0000,.4247
26/06/2022,4,"692,924.0000",32.3609,855.0000,.037849,362.0000,"3,164,874.0000",138.27,16.21,323.3961,1.0000,.4235
26/06/2022,5,"693,703.0000",29.4844,779.0000,.037849,329.0000,"3,165,203.0000",139.08,16.40,327.5257,1.0000,.4248
26/06/2022,6,"694,521.0000",30.9605,818.0000,.037849,347.0000,"3,165,550.0000",137.65,16.25,330.1004,1.0000,.4237
26/06/2022,7,"695,284.0000",28.8788,763.0000,.037849,322.0000,"3,165,872.0000",139.14,16.32,360.0008,1.0000,.4248
26/06/2022,8,"696,112.0000",31.3390,828.0000,.037849,351.0000,"3,166,223.0000",137.94,16.16,348.3905,1.0000,.4247
26/06/2022,9,"696,939.0000",31.3011,827.0000,.037849,352.0000,"3,166,575.0000",137.59,16.98,337.5037,1.0000,.4266
26/06/2022,10,"697,712.0000",29.2573,773.0000,.037849,330.0000,"3,166,905.0000",137.66,17.72,332.3028,1.0000,.4270
26/06/2022,11,"698,464.0000",28.4624,752.0000,.037849,320.0000,"3,167,225.0000",138.29,17.66,321.1250,1.0000,.4245
26/06/2022,12,"699,255.0000",29.9386,791.0000,.037849,337.0000,"3,167,562.0000",137.81,17.44,322.3872,1.0000,.4267
26/06/2022,13,"700,068.0000",30.7712,813.0000,.037849,346.0000,"3,167,908.0000",137.72,17.30,309.1599,1.0000,.4213
26/06/2022,14,"700,877.0000",30.6198,809.0000,.037849,345.0000,"3,168,253.0000",137.69,17.45,343.1224,1.0000,.4269
26/06/2022,15,"701,638.0000",28.8031,761.0000,.037849,324.0000,"3,168,577.0000",138.17,17.78,326.5015,1.0000,.4257
26/06/2022,16,"702,385.0000",28.2732,747.0000,.037849,318.0000,"3,168,895.0000",138.29,17.90,299.5220,1.0000,.4268
26/06/2022,17,"703,149.0000",28.9166,764.0000,.037849,326.0000,"3,169,221.0000",137.87,17.90,342.8492,1.0000,.4273
26/06/2022,18,"704,007.0000",32.4744,858.0000,.037849,366.0000,"3,169,587.0000",137.60,17.57,347.7278,1.0000,.4259
26/06/2022,19,"704,813.0000",30.5063,806.0000,.037849,343.0000,"3,169,930.0000",138.00,17.25,322.1323,1.0000,.4259
26/06/2022,20,"705,684.0000",32.9665,871.0000,.037849,370.0000,"3,170,300.0000",137.81,16.71,370.5822,1.0000,.4253
26/06/2022,21,"706,461.0000",29.4087,777.0000,.037849,329.0000,"3,170,629.0000",138.68,16.75,316.2321,1.0000,.4247
26/06/2022,22,"707,202.0000",28.0461,741.0000,.037849,314.0000,"3,170,943.0000",138.84,17.06,321.3857,1.0000,.4225
26/06/2022,23,"707,974.0000",29.2194,772.0000,.037849,328.0000,"3,171,271.0000",138.22,17.03,343.4057,1.0000,.4257
27/06/2022,0,"708,826.0000",32.2473,852.0000,.037849,362.0000,"3,171,633.0000",137.64,16.61,376.1395,1.0000,.4252
27/06/2022,1,"709,655.0000",31.3768,829.0000,.037849,352.0000,"3,171,985.0000",137.88,16.62,367.5226,1.0000,.4252
27/06/2022,2,"710,450.0000",30.0900,795.0000,.037849,337.0000,"3,172,322.0000",138.39,16.49,325.4761,1.0000,.4223
27/06/2022,3,"711,267.0000",30.9226,817.0000,.037849,346.0000,"3,172,668.0000",138.23,16.48,321.6391,1.0000,.4199
27/06/2022,4,"712,054.0000",29.7872,787.0000,.037849,333.0000,"3,173,001.0000",138.72,16.49,337.5016,1.0000,.4245
27/06/2022,5,"712,875.0000",31.0740,821.0000,.037849,348.0000,"3,173,349.0000",138.24,16.38,360.0076,1.0000,.4249
27/06/2022,6,"713,684.0000",30.6198,809.0000,.037849,342.0000,"3,173,691.0000",138.70,16.39,322.8938,1.0000,.4221
27/06/2022,7,"714,459.0000",29.3330,775.0000,.037849,327.0000,"3,174,018.0000",139.30,16.57,345.8222,1.0000,.4248
27/06/2022,8,"715,283.0000",31.1876,824.0000,.037849,349.0000,"3,174,367.0000",138.54,16.49,399.9023,1.0000,.4248
27/06/2022,9,"716,066.0000",29.6358,783.0000,.037849,333.0000,"3,174,700.0000",137.79,17.06,317.3958,1.0000,.4268
27/06/2022,10,"716,823.0000",28.6517,757.0000,.037849,323.0000,"3,175,023.0000",137.77,18.03,299.7692,1.0000,.4274
27/06/2022,11,"717,553.0000",27.6298,730.0000,.037849,311.0000,"3,175,334.0000",138.32,18.07,332.3099,1.0000,.4270
27/06/2022,12,"718,340.0000",29.7872,787.0000,.037849,336.0000,"3,175,670.0000",137.68,17.67,327.0150,1.0000,.4262
27/06/2022,13,"719,100.0000",28.7652,760.0000,.037849,324.0000,"3,175,994.0000",137.97,17.94,323.9115,1.0000,.4273
27/06/2022,14,"719,882.0000",29.5979,782.0000,.037849,334.0000,"3,176,328.0000",137.64,18.02,345.4413,1.0000,.4276
27/06/2022,15,"720,640.0000",28.6895,758.0000,.037849,324.0000,"3,176,652.0000",137.83,18.35,327.2696,1.0000,.4280
27/06/2022,16,"721,380.0000",28.0083,740.0000,.037849,315.0000,"3,176,967.0000",138.35,18.03,285.7209,1.0000,.4216
27/06/2022,17,"722,056.0000",25.5859,676.0000,.037849,286.0000,"3,177,253.0000",140.08,17.91,295.0470,1.0000,.4230
27/06/2022,18,"722,766.0000",26.8728,710.0000,.037849,301.0000,"3,177,554.0000",139.29,17.99,316.4039,1.0000,.4238
27/06/2022,19,"723,451.0000",25.9266,685.0000,.037849,290.0000,"3,177,844.0000",139.84,17.89,311.2338,1.0000,.4263
27/06/2022,20,"724,160.0000",26.8349,709.0000,.037849,300.0000,"3,178,144.0000",139.42,17.76,348.3934,1.0000,.4267
27/06/2022,21,"724,946.0000",29.7493,786.0000,.037849,334.0000,"3,178,478.0000",138.49,17.27,354.0491,1.0000,.4262
27/06/2022,22,"725,631.0000",25.9266,685.0000,.037849,289.0000,"3,178,767.0000",139.98,17.52,281.2545,1.0000,.4215
27/06/2022,23,"726,307.0000",25.5859,676.0000,.037849,286.0000,"3,179,053.0000",139.94,17.70,260.8734,1.0000,.4219
28/06/2022,0,"727,034.0000",27.5162,727.0000,.037849,308.0000,"3,179,361.0000",139.02,17.66,297.9119,1.0000,.4218
28/06/2022,1,"727,756.0000",27.3270,722.0000,.037849,306.0000,"3,179,667.0000",139.32,17.61,326.9191,1.0000,.4265
28/06/2022,2,"728,489.0000",27.7433,733.0000,.037849,311.0000,"3,179,978.0000",138.88,17.67,317.6400,1.0000,.4272
28/06/2022,3,"729,197.0000",26.7971,708.0000,.037849,300.0000,"3,180,278.0000",139.37,17.85,290.5449,1.0000,.4221
28/06/2022,4,"729,923.0000",27.4784,726.0000,.037849,308.0000,"3,180,586.0000",139.11,17.51,309.7734,1.0000,.4227
28/06/2022,5,"730,658.0000",27.8190,735.0000,.037849,311.0000,"3,180,897.0000",139.39,17.33,299.2966,1.0000,.4212
28/06/2022,6,"731,356.0000",26.4186,698.0000,.037849,295.0000,"3,181,192.0000",139.72,17.49,276.9163,1.0000,.4216
28/06/2022,7,"732,015.0000",24.9425,659.0000,.037849,278.0000,"3,181,470.0000",140.31,17.70,277.8083,1.0000,.4229
28/06/2022,8,"732,705.0000",26.1158,690.0000,.037849,292.0000,"3,181,762.0000",139.42,17.69,332.3066,1.0000,.4272
28/06/2022,9,"733,470.0000",28.9545,765.0000,.037849,327.0000,"3,182,089.0000",137.63,18.20,322.4259,1.0000,.4283
28/06/2022,10,"734,291.0000",31.0740,821.0000,.037849,351.0000,"3,182,440.0000",137.74,18.32,295.5364,1.0000,.4267
28/06/2022,11,"735,100.0000",30.6198,809.0000,.037849,346.0000,"3,182,786.0000",137.62,18.26,360.0017,1.0000,.4276
28/06/2022,12,"735,833.0000",27.7433,733.0000,.037849,313.0000,"3,183,099.0000",138.20,18.47,299.9957,1.0000,.4281
28/06/2022,13,"736,535.0000",26.5700,702.0000,.037849,299.0000,"3,183,398.0000",138.61,18.71,331.2540,1.0000,.4267
28/06/2022,14,"737,297.0000",28.8409,762.0000,.037849,326.0000,"3,183,724.0000",137.81,18.31,326.7553,1.0000,.4260
28/06/2022,15,"738,130.0000",31.5282,833.0000,.037849,355.0000,"3,184,079.0000",137.66,17.52,328.2968,1.0000,.4262
28/06/2022,16,"738,865.0000",27.8190,735.0000,.037849,312.0000,"3,184,391.0000",138.63,17.21,250.0000,1.0000,.4215
28/06/2022,17,"739,570.0000",26.6835,705.0000,.037849,299.0000,"3,184,690.0000",138.88,17.49,342.8505,1.0000,.4246
28/06/2022,18,"740,383.0000",30.7712,813.0000,.037849,346.0000,"3,185,036.0000",137.84,17.29,338.2453,1.0000,.4265
28/06/2022,19,"741,131.0000",28.3111,748.0000,.037849,317.0000,"3,185,353.0000",138.93,17.41,343.5710,1.0000,.4256
28/06/2022,20,"741,860.0000",27.5919,729.0000,.037849,308.0000,"3,185,661.0000",139.52,17.06,290.3172,1.0000,.4206
28/06/2022,21,"742,615.0000",28.5760,755.0000,.037849,319.0000,"3,185,980.0000",139.25,16.73,299.8611,1.0000,.4210
28/06/2022,22,"743,369.0000",28.5381,754.0000,.037849,319.0000,"3,186,299.0000",139.02,16.93,336.7067,1.0000,.4245
28/06/2022,23,"744,110.0000",28.0461,741.0000,.037849,313.0000,"3,186,612.0000",139.29,16.96,318.1551,1.0000,.4261
29/06/2022,0,"744,990.0000",33.3071,880.0000,.037849,374.0000,"3,186,986.0000",137.89,16.79,304.2260,1.0000,.4201
29/06/2022,1,"745,750.0000",28.7652,760.0000,.037849,321.0000,"3,187,307.0000",139.33,16.80,324.4726,1.0000,.4202
29/06/2022,2,"746,603.0000",32.2852,853.0000,.037849,362.0000,"3,187,669.0000",138.10,16.72,333.3095,1.0000,.4206
29/06/2022,3,"747,337.0000",27.7812,734.0000,.037849,310.0000,"3,187,979.0000",139.59,17.05,312.1296,1.0000,.4252
29/06/2022,4,"748,071.0000",27.7812,734.0000,.037849,310.0000,"3,188,289.0000",139.64,16.95,300.2315,1.0000,.4210
29/06/2022,5,"748,804.0000",27.7433,733.0000,.037849,309.0000,"3,188,598.0000",139.66,16.82,276.9273,1.0000,.4203
29/06/2022,6,"749,516.0000",26.9485,712.0000,.037849,301.0000,"3,188,899.0000",139.50,17.05,281.2534,1.0000,.4212
29/06/2022,7,"750,221.0000",26.6835,705.0000,.037849,297.0000,"3,189,196.0000",140.00,17.18,295.3107,1.0000,.4209
29/06/2022,8,"751,042.0000",31.0740,821.0000,.037849,349.0000,"3,189,545.0000",137.90,16.91,365.5014,1.0000,.4258
29/06/2022,9,"751,837.0000",30.0900,795.0000,.037849,339.0000,"3,189,884.0000",137.76,17.71,370.5958,1.0000,.4274
29/06/2022,10,"752,581.0000",28.1597,744.0000,.037849,318.0000,"3,190,202.0000",137.80,18.40,327.1630,1.0000,.4281
29/06/2022,11,"753,382.0000",30.3170,801.0000,.037849,343.0000,"3,190,545.0000",137.52,18.30,342.8596,1.0000,.4277
29/06/2022,12,"754,132.0000",28.3868,750.0000,.037849,320.0000,"3,190,865.0000",137.94,18.36,303.9822,1.0000,.4277
29/06/2022,13,"754,794.0000",25.0560,662.0000,.037849,282.0000,"3,191,147.0000",139.33,18.93,281.9038,1.0000,.4263
29/06/2022,14,"755,488.0000",26.2672,694.0000,.037849,296.0000,"3,191,443.0000",138.59,18.74,300.8727,1.0000,.4278
29/06/2022,15,"756,212.0000",27.4027,724.0000,.037849,309.0000,"3,191,752.0000",138.11,18.43,295.7784,1.0000,.4282
29/06/2022,16,"756,916.0000",26.6457,704.0000,.037849,300.0000,"3,192,052.0000",138.58,18.44,294.8735,1.0000,.4244
29/06/2022,17,"757,585.0000",25.3210,669.0000,.037849,284.0000,"3,192,336.0000",139.49,18.58,289.6432,1.0000,.4238
29/06/2022,18,"758,283.0000",26.4186,698.0000,.037849,297.0000,"3,192,633.0000",139.00,18.53,300.9338,1.0000,.4245
29/06/2022,19,"758,997.0000",27.0242,714.0000,.037849,304.0000,"3,192,937.0000",138.86,18.25,288.6240,1.0000,.4265
29/06/2022,20,"759,697.0000",26.4943,700.0000,.037849,296.0000,"3,193,233.0000",139.60,17.83,306.3770,1.0000,.4260
29/06/2022,21,"760,399.0000",26.5700,702.0000,.037849,298.0000,"3,193,531.0000",139.16,17.81,313.7048,1.0000,.4218
29/06/2022,22,"761,115.0000",27.0999,716.0000,.037849,304.0000,"3,193,835.0000",138.98,17.98,337.3836,1.0000,.4272
29/06/2022,23,"761,887.0000",29.2194,772.0000,.037849,329.0000,"3,194,164.0000",137.96,17.77,299.0603,1.0000,.4252
30/06/2022,0,"762,547.0000",24.9803,660.0000,.037849,280.0000,"3,194,444.0000",139.29,17.78,65.7754,1.0000,.4237
30/06/2022,1,"763,228.0000",25.7752,681.0000,.037849,289.0000,"3,194,733.0000",139.21,18.20,275.6257,1.0000,.4235
30/06/2022,2,"763,970.0000",28.0840,742.0000,.037849,316.0000,"3,195,049.0000",138.19,17.95,354.0944,1.0000,.4269
30/06/2022,3,"764,737.0000",29.0302,767.0000,.037849,327.0000,"3,195,376.0000",138.19,17.85,332.0550,1.0000,.4271
30/06/2022,4,"765,497.0000",28.7652,760.0000,.037849,323.0000,"3,195,699.0000",138.59,17.99,332.0505,1.0000,.4262
30/06/2022,5,"766,245.0000",28.3111,748.0000,.037849,317.0000,"3,196,016.0000",139.16,17.48,315.6477,1.0000,.4222
30/06/2022,6,"766,980.0000",27.8190,735.0000,.037849,311.0000,"3,196,327.0000",139.52,17.61,286.3777,1.0000,.4225
30/06/2022,7,"767,657.0000",25.6238,677.0000,.037849,286.0000,"3,196,613.0000",140.34,17.74,268.6564,1.0000,.4219
30/06/2022,8,"768,296.0000",24.1855,639.0000,.037849,270.0000,"3,196,883.0000",140.26,18.01,291.6854,1.0000,.4246
30/06/2022,9,"769,040.0000",28.1597,744.0000,.037849,316.0000,"3,197,199.0000",138.61,17.84,316.0041,1.0000,.4270
30/06/2022,10,"769,782.0000",28.0840,742.0000,.037849,316.0000,"3,197,515.0000",138.40,17.83,295.5392,1.0000,.4224
30/06/2022,11,"770,508.0000",27.4784,726.0000,.037849,309.0000,"3,197,824.0000",138.43,18.15,327.1643,1.0000,.4275
30/06/2022,12,"771,253.0000",28.1975,745.0000,.037849,318.0000,"3,198,142.0000",138.05,18.24,332.3094,1.0000,.4278
30/06/2022,13,"771,973.0000",27.2513,720.0000,.037849,307.0000,"3,198,449.0000",138.39,18.48,300.1413,1.0000,.4283
30/06/2022,14,"772,717.0000",28.1597,744.0000,.037849,317.0000,"3,198,766.0000",138.60,18.39,299.5182,1.0000,.4264
30/06/2022,15,"773,428.0000",26.9106,711.0000,.037849,303.0000,"3,199,069.0000",138.77,18.47,296.2431,1.0000,.4264
30/06/2022,16,"774,174.0000",28.2354,746.0000,.037849,318.0000,"3,199,387.0000",138.17,18.29,348.1075,1.0000,.4272
30/06/2022,17,"775,002.0000",31.3390,828.0000,.037849,354.0000,"3,199,741.0000",137.51,17.86,358.5918,1.0000,.4254
30/06/2022,18,"775,798.0000",30.1278,796.0000,.037849,339.0000,"3,200,080.0000",137.98,17.60,340.7076,1.0000,.4237
30/06/2022,19,"776,573.0000",29.3330,775.0000,.037849,329.0000,"3,200,409.0000",138.57,17.30,317.6391,1.0000,.4252
30/06/2022,20,"777,322.0000",28.3489,749.0000,.037849,317.0000,"3,200,726.0000",138.89,17.20,309.5369,1.0000,.4229
30/06/2022,21,"778,042.0000",27.2513,720.0000,.037849,305.0000,"3,201,031.0000",139.32,17.32,301.5532,1.0000,.4221
30/06/2022,22,"778,768.0000",27.4784,726.0000,.037849,308.0000,"3,201,339.0000",138.91,17.58,311.9759,1.0000,.4269
30/06/2022,23,"779,485.0000",27.1377,717.0000,.037849,304.0000,"3,201,643.0000",139.07,17.68,281.2518,1.0000,.4215
01/07/2022,0,"780,152.0000",25.2453,667.0000,.037849,282.0000,"3,201,925.0000",139.79,17.68,281.2434,1.0000,.4215
01/07/2022,1,"780,842.0000",26.1158,690.0000,.037849,292.0000,"3,202,217.0000",139.40,17.66,293.9308,1.0000,.4218
01/07/2022,2,"781,513.0000",25.3967,671.0000,.037849,284.0000,"3,202,501.0000",139.98,17.84,294.1557,1.0000,.4229
01/07/2022,3,"782,196.0000",25.8509,683.0000,.037849,289.0000,"3,202,790.0000",139.64,17.87,298.8299,1.0000,.4224
01/07/2022,4,"782,852.0000",24.8289,656.0000,.037849,277.0000,"3,203,067.0000",140.22,17.88,284.6092,1.0000,.4218
01/07/2022,5,"783,527.0000",25.5481,675.0000,.037849,285.0000,"3,203,352.0000",140.12,17.58,295.3166,1.0000,.4215
01/07/2022,6,"784,186.0000",24.9425,659.0000,.037849,278.0000,"3,203,630.0000",140.23,17.39,281.2540,1.0000,.4214
01/07/2022,7,"784,829.0000",24.2225,643.0000,.037671,271.0000,"3,203,901.0000",140.31,17.60,302.3329,1.0000,.4219
01/07/2022,8,"785,494.0000",25.0512,665.0000,.037671,281.0000,"3,204,182.0000",139.97,17.44,281.9079,1.0000,.4236
01/07/2022,9,"786,232.0000",27.8012,738.0000,.037671,314.0000,"3,204,496.0000",138.60,17.95,253.3251,1.0000,.4249
01/07/2022,10,"786,906.0000",25.3903,674.0000,.037671,288.0000,"3,204,784.0000",138.23,18.97,308.5768,1.0000,.4284
01/07/2022,11,"787,612.0000",26.5957,706.0000,.037671,302.0000,"3,205,086.0000",137.95,18.67,300.8785,1.0000,.4286
01/07/2022,12,"788,393.0000",29.4211,781.0000,.037671,334.0000,"3,205,420.0000",137.56,18.53,317.3920,1.0000,.4280
01/07/2022,13,"789,143.0000",28.2533,750.0000,.037671,321.0000,"3,205,741.0000",137.72,18.57,338.0245,1.0000,.4282
01/07/2022,14,"789,848.0000",26.5581,705.0000,.037671,301.0000,"3,206,042.0000",138.29,18.73,313.0166,1.0000,.4287
01/07/2022,15,"790,534.0000",25.8423,686.0000,.037671,293.0000,"3,206,335.0000",138.63,18.90,289.4157,1.0000,.4241
01/07/2022,16,"791,224.0000",25.9930,690.0000,.037671,294.0000,"3,206,629.0000",138.62,18.87,296.4675,1.0000,.4287
01/07/2022,17,"791,976.0000",28.3286,752.0000,.037671,322.0000,"3,206,951.0000",137.73,18.54,327.2681,1.0000,.4281
01/07/2022,18,"792,697.0000",27.1608,721.0000,.037671,307.0000,"3,207,258.0000",138.46,18.37,327.2754,1.0000,.4277
01/07/2022,19,"793,496.0000",30.0991,799.0000,.037671,341.0000,"3,207,599.0000",137.88,17.97,342.5830,1.0000,.4265
01/07/2022,20,"794,299.0000",30.2498,803.0000,.037671,342.0000,"3,207,941.0000",138.02,17.65,471.9831,1.0000,.4266
01/07/2022,21,"795,230.0000",35.0717,931.0000,.037671,397.0000,"3,208,338.0000",137.55,17.28,370.5940,1.0000,.4264
01/07/2022,22,"796,032.0000",30.2121,802.0000,.037671,341.0000,"3,208,679.0000",138.12,17.45,326.7536,1.0000,.4261
01/07/2022,23,"796,792.0000",28.6300,760.0000,.037671,323.0000,"3,209,002.0000",138.65,17.54,309.7755,1.0000,.4235
02/07/2022,0,"797,554.0000",28.7053,762.0000,.037671,324.0000,"3,209,326.0000",138.31,17.37,359.9923,1.0000,.4261
02/07/2022,1,"798,344.0000",29.7601,790.0000,.037671,335.0000,"3,209,661.0000",138.35,17.05,337.5037,1.0000,.4258
02/07/2022,2,"799,140.0000",29.9861,796.0000,.037671,338.0000,"3,209,999.0000",138.32,16.88,319.3832,1.0000,.4230
02/07/2022,3,"799,905.0000",28.8183,765.0000,.037671,324.0000,"3,210,323.0000",138.77,16.91,337.7954,1.0000,.4251
02/07/2022,4,"800,684.0000",29.3457,779.0000,.037671,331.0000,"3,210,654.0000",138.04,17.13,327.0189,1.0000,.4244
02/07/2022,5,"801,441.0000",28.5169,757.0000,.037671,321.0000,"3,210,975.0000",138.52,17.09,320.6262,1.0000,.4220
02/07/2022,6,"802,192.0000",28.2909,751.0000,.037671,319.0000,"3,211,294.0000",138.52,17.15,331.5329,1.0000,.4210
02/07/2022,7,"802,944.0000",28.3286,752.0000,.037671,318.0000,"3,211,612.0000",139.09,17.10,325.6450,1.0000,.4230
02/07/2022,8,"803,735.0000",29.7978,791.0000,.037671,336.0000,"3,211,948.0000",138.07,17.04,329.6458,1.0000,.4162
02/07/2022,9,"804,556.0000",30.9279,821.0000,.037671,351.0000,"3,212,299.0000",136.94,17.36,337.3912,1.0000,.4267
02/07/2022,10,"805,380.0000",31.0409,824.0000,.037671,352.0000,"3,212,651.0000",137.19,17.54,393.6207,1.0000,.4267
02/07/2022,11,"806,151.0000",29.0443,771.0000,.037671,329.0000,"3,212,980.0000",137.91,17.90,330.4948,1.0000,.4247
02/07/2022,12,"806,928.0000",29.2704,777.0000,.037671,332.0000,"3,213,312.0000",137.74,18.07,322.3862,1.0000,.4266
02/07/2022,13,"807,718.0000",29.7601,790.0000,.037671,337.0000,"3,213,649.0000",137.79,17.73,332.3121,1.0000,.4273
02/07/2022,14,"808,554.0000",31.4930,836.0000,.037671,357.0000,"3,214,006.0000",137.54,18.00,376.1174,1.0000,.4273
02/07/2022,15,"809,308.0000",28.4039,754.0000,.037671,322.0000,"3,214,328.0000",137.77,18.16,308.5717,1.0000,.4282
02/07/2022,16,"810,052.0000",28.0272,744.0000,.037671,317.0000,"3,214,645.0000",138.59,18.13,287.8581,1.0000,.4257
02/07/2022,17,"810,814.0000",28.7053,762.0000,.037671,325.0000,"3,214,970.0000",137.82,17.93,319.6187,1.0000,.4236
02/07/2022,18,"811,586.0000",29.0820,772.0000,.037671,329.0000,"3,215,299.0000",138.06,17.73,306.1708,1.0000,.4224
02/07/2022,19,"812,375.0000",29.7224,789.0000,.037671,335.0000,"3,215,634.0000",138.50,17.63,400.0596,1.0000,.4256
02/07/2022,20,"813,295.0000",34.6573,920.0000,.037671,391.0000,"3,216,025.0000",137.90,16.78,296.5120,1.0000,.4223
02/07/2022,21,"814,050.0000",28.4416,755.0000,.037671,319.0000,"3,216,344.0000",139.38,16.99,342.0490,1.0000,.4241
02/07/2022,22,"814,813.0000",28.7430,763.0000,.037671,322.0000,"3,216,666.0000",139.46,16.79,316.5502,1.0000,.4234
02/07/2022,23,"815,586.0000",29.1197,773.0000,.037671,327.0000,"3,216,993.0000",139.06,16.82,325.9960,1.0000,.4211
03/07/2022,0,"816,405.0000",30.8525,819.0000,.037671,347.0000,"3,217,340.0000",138.31,16.39,331.5326,1.0000,.4211
03/07/2022,1,"817,221.0000",30.7395,816.0000,.037671,345.0000,"3,217,685.0000",138.58,16.27,327.5213,1.0000,.4200
03/07/2022,2,"817,982.0000",28.6676,761.0000,.037671,321.0000,"3,218,006.0000",139.40,16.34,313.0449,1.0000,.4196
03/07/2022,3,"818,740.0000",28.5546,758.0000,.037671,319.0000,"3,218,325.0000",139.59,16.29,348.3839,1.0000,.4247
03/07/2022,4,"819,702.0000",36.2395,962.0000,.037671,408.0000,"3,218,733.0000",137.65,15.88,362.2623,1.0000,.4244
03/07/2022,5,"820,527.0000",31.0786,825.0000,.037671,348.0000,"3,219,081.0000",139.11,16.03,308.8147,1.0000,.4214
03/07/2022,6,"821,316.0000",29.7224,789.0000,.037671,333.0000,"3,219,414.0000",138.97,16.22,354.0950,1.0000,.4246
03/07/2022,7,"822,102.0000",29.6094,786.0000,.037671,331.0000,"3,219,745.0000",139.39,16.19,312.3101,1.0000,.4197
03/07/2022,8,"822,881.0000",29.3457,779.0000,.037671,329.0000,"3,220,074.0000",139.08,16.35,308.5691,1.0000,.4199
03/07/2022,9,"823,662.0000",29.4211,781.0000,.037671,331.0000,"3,220,405.0000",138.54,16.77,346.6247,1.0000,.4251
03/07/2022,10,"824,474.0000",30.5889,812.0000,.037671,345.0000,"3,220,750.0000",137.81,16.83,342.3248,1.0000,.4239
03/07/2022,11,"825,239.0000",28.8183,765.0000,.037671,325.0000,"3,221,075.0000",138.50,17.33,348.0648,1.0000,.4263
03/07/2022,12,"826,019.0000",29.3834,780.0000,.037671,332.0000,"3,221,407.0000",137.83,17.49,328.0372,1.0000,.4269
03/07/2022,13,"826,912.0000",33.6402,893.0000,.037671,381.0000,"3,221,788.0000",137.50,17.26,354.0882,1.0000,.4263
03/07/2022,14,"827,743.0000",31.3046,831.0000,.037671,354.0000,"3,222,142.0000",137.68,17.39,339.8814,1.0000,.4268
03/07/2022,15,"828,531.0000",29.6847,788.0000,.037671,336.0000,"3,222,478.0000",137.89,17.59,353.9912,1.0000,.4266
03/07/2022,16,"829,380.0000",31.9827,849.0000,.037671,361.0000,"3,222,839.0000",137.82,17.25,345.5424,1.0000,.4239
03/07/2022,17,"830,208.0000",31.1916,828.0000,.037671,353.0000,"3,223,192.0000",137.48,17.12,325.3378,1.0000,.4209
03/07/2022,18,"830,992.0000",29.5341,784.0000,.037671,333.0000,"3,223,525.0000",138.37,17.16,345.8199,1.0000,.4252
03/07/2022,19,"831,807.0000",30.7019,815.0000,.037671,346.0000,"3,223,871.0000",137.93,16.77,506.0995,1.0000,.4254
03/07/2022,20,"832,814.0000",37.9347,"1,007.0000",.037671,428.0000,"3,224,299.0000",137.15,15.87,360.2801,1.0000,.4244
03/07/2022,21,"833,643.0000",31.2293,829.0000,.037671,351.0000,"3,224,650.0000",138.10,15.93,344.8668,1.0000,.4201
03/07/2022,22,"834,487.0000",31.7943,844.0000,.037671,357.0000,"3,225,007.0000",138.08,15.78,348.3814,1.0000,.4237
03/07/2022,23,"835,337.0000",32.0204,850.0000,.037671,359.0000,"3,225,366.0000",138.36,15.69,337.6870,1.0000,.4190
04/07/2022,0,"836,105.0000",28.9313,768.0000,.037671,323.0000,"3,225,689.0000",139.36,15.82,340.7293,1.0000,.4191
04/07/2022,1,"836,895.0000",29.7601,790.0000,.037671,333.0000,"3,226,022.0000",139.12,15.85,365.2235,1.0000,.4241
04/07/2022,2,"837,772.0000",33.0375,877.0000,.037671,371.0000,"3,226,393.0000",137.97,15.61,334.3872,1.0000,.4232
04/07/2022,3,"838,651.0000",33.1128,879.0000,.037671,371.0000,"3,226,764.0000",138.43,15.39,322.1400,1.0000,.4206
04/07/2022,4,"839,562.0000",34.3183,911.0000,.037671,385.0000,"3,227,149.0000",137.96,15.34,365.2122,1.0000,.4236
04/07/2022,5,"840,380.0000",30.8149,818.0000,.037671,345.0000,"3,227,494.0000",138.59,15.61,335.9190,1.0000,.4191
04/07/2022,6,"841,397.0000",38.3114,"1,017.0000",.037671,431.0000,"3,227,925.0000",137.00,15.03,344.1952,1.0000,.4225
04/07/2022,7,"842,200.0000",30.2498,803.0000,.037671,339.0000,"3,228,264.0000",138.61,15.67,333.0932,1.0000,.4238
04/07/2022,8,"842,989.0000",29.7224,789.0000,.037671,333.0000,"3,228,597.0000",138.62,15.79,324.1638,1.0000,.4244
04/07/2022,9,"843,778.0000",29.7224,789.0000,.037671,335.0000,"3,228,932.0000",137.81,16.55,332.4239,1.0000,.4263
04/07/2022,10,"844,590.0000",30.5889,812.0000,.037671,346.0000,"3,229,278.0000",137.56,17.05,393.7479,1.0000,.4256
04/07/2022,11,"845,467.0000",33.0375,877.0000,.037671,373.0000,"3,229,651.0000",137.47,16.72,354.1037,1.0000,.4259
